,y,x,street_count,address,name,id,highway
138,41.291733,-72.9618876,4,"300 Boston Post Rd, West Haven, CT 06516, USA",300 Boston Post Rd,3437141044,
139,41.2917454,-72.9612992,3,"John and Leona Gehring Hall, 300 Boston Post Rd, West Haven, CT 06516, USA",John and Leona Gehring Hall,3437141046,
140,41.2917535,-72.9607749,3,"John and Leona Gehring Hall, 300 Boston Post Rd, West Haven, CT 06516, USA",John and Leona Gehring Hall,3437141047,
141,41.291753,-72.9600094,3,"300 Boston Post Rd, West Haven, CT 06516, USA",300 Boston Post Rd,3437141048,
142,41.2917493,-72.960116,3,"Bartels Hall, 300 Boston Post Rd, West Haven, CT 06516, USA",Bartels Hall,3437141049,
143,41.2918902,-72.9620004,3,"300 Boston Post Rd, West Haven, CT 06516, USA",300 Boston Post Rd,3437141057,
144,41.2918876,-72.9598272,4,"1146 Campbell Ave, West Haven, CT 06516, USA",1146 Campbell Ave,3437141059,
145,41.2919351,-72.962002,4,"300 Boston Post Rd, West Haven, CT 06516, USA",300 Boston Post Rd,3437141061,
146,41.2914446,-72.9600086,3,"Bartels Hall, 300 Boston Post Rd, West Haven, CT 06516, USA",Bartels Hall,3437141064,
147,41.2919358,-72.9607788,3,"John and Leona Gehring Hall, 300 Boston Post Rd, West Haven, CT 06516, USA",John and Leona Gehring Hall,3437141066,
148,41.2919984,-72.9597193,3,"Dodds Hall, 300 Boston Post Rd, West Haven, CT 06516, USA",Dodds Hall,3437141067,
149,41.2920243,-72.9607909,4,"300 Boston Post Rd, West Haven, CT 06516, USA",300 Boston Post Rd,3437141069,
150,41.292102,-72.9597833,3,"Dodds Hall, 300 Boston Post Rd, West Haven, CT 06516, USA",Dodds Hall,3437141075,
151,41.2921165,-72.9620979,3,"Orange Ave & Opp Pruden St, West Haven, CT 06516, USA",Orange Ave & Opp Pruden St,3437141076,
152,41.2921339,-72.9600057,3,"Dodds Hall, 300 Boston Post Rd, West Haven, CT 06516, USA",Dodds Hall,3437141077,
153,41.2921291,-72.9599645,4,"Dodds Hall, 300 Boston Post Rd, West Haven, CT 06516, USA",Dodds Hall,3437141078,
154,41.2923211,-72.9620628,4,"Orange Ave @ Pruden St, West Haven, CT 06516, USA",Orange Ave @ Pruden St,3437141081,
155,41.292945,-72.9591261,3,"1209 Campbell Ave, West Haven, CT 06516, USA",1209 Campbell Ave,3437141089,
156,41.2935965,-72.9591591,3,"Charger Plaza - UNH, 1225 CT-122, West Haven, CT 06516, USA",Charger Plaza - UNH,5106400149,
157,41.2938569,-72.9591154,3,"Charger Plaza - UNH, 1229 Campbell Ave, West Haven, CT 06516, USA",Charger Plaza - UNH,5106400150,
158,41.2932475,-72.959137,3,"1225 Campbell Ave, West Haven, CT 06516, USA",1225 Campbell Ave,5106400153,
159,41.2918568,-72.9630682,3,"Orange Ave @ opp Wade St, West Haven, CT 06516, USA",Orange Ave @ opp Wade St,5164275688,
160,41.2898725,-72.9631512,3,"33 Ruden Pl, West Haven, CT 06516, USA",33 Ruden Pl,5787273292,
161,41.2901612,-72.9633775,3,"Sheffield Hall, 300 Boston Post Rd, West Haven, CT 06516, USA",Sheffield Hall,5787273293,
162,41.2899548,-72.9632225,4,"Sheffield Hall, 300 Boston Post Rd, West Haven, CT 06516, USA",Sheffield Hall,5787279995,
163,41.2940695,-72.9594965,3,"275 Boston Post Rd, West Haven, CT 06516, USA",275 Boston Post Rd,6386984555,
164,41.2939967,-72.9590628,3,"Campbell Ave @ Orange Ave, West Haven, CT 06516, USA",Campbell Ave @ Orange Ave,6386984561,
165,41.2899024,-72.9620898,3,"69 Ruden St APT 37, West Haven, CT 06516, USA",69 Ruden St APT 37,6817639011,
166,41.2899551,-72.9625186,3,"Sheffield Hall, 300 Boston Post Rd, West Haven, CT 06516, USA",Sheffield Hall,6817639012,
167,41.2900147,-72.9611017,4,"Joseph ""Chick"" Celentano Hall, 300 Boston Post Rd, West Haven, CT 06516, USA","Joseph ""Chick"" Celentano Hall",6817639022,
168,41.2899565,-72.9609767,3,"Ruden Street Apartments Unit 21, 21 Ruden St, West Haven, CT 06516, USA",Ruden Street Apartments Unit 21,6817639023,
169,41.2897795,-72.9610369,3,"46 Ruden St, West Haven, CT 06516, USA",46 Ruden St,6817639030,
170,41.2902859,-72.9633681,3,"300 Boston Post Rd, West Haven, CT 06516, USA",300 Boston Post Rd,6817639036,
171,41.2895931,-72.966578,3,"34 Daytona St, West Haven, CT 06516, USA",34 Daytona St,6820965786,
172,41.2895196,-72.9656417,3,"13 Waban St, West Haven, CT 06516, USA",13 Waban St,6820965801,
173,41.2897577,-72.9657858,3,"14 Daytona St, West Haven, CT 06516, USA",14 Daytona St,6820965802,
174,41.2894515,-72.9653373,3,"7 Waban St, West Haven, CT 06516, USA",7 Waban St,6820965803,
175,41.2896088,-72.9634644,4,"28 Ruden Pl, West Haven, CT 06516, USA",28 Ruden Pl,6823987625,
176,41.2897722,-72.9635891,3,"300 Boston Post Rd, West Haven, CT 06516, USA",300 Boston Post Rd,6823987638,
177,41.2896543,-72.9634933,4,"28 Ruden Pl, West Haven, CT 06516, USA",28 Ruden Pl,6823987639,
178,41.2890843,-72.9632405,3,"123 Ruden St, West Haven, CT 06516, USA",123 Ruden St,6824044613,
179,41.2887694,-72.9639091,4,"75 Isadore St, West Haven, CT 06516, USA",75 Isadore St,6824044616,
180,41.2889982,-72.964099,1,"79 Isadore St, West Haven, CT 06516, USA",79 Isadore St,6824044617,
181,41.2893003,-72.9632153,3,"4 Ruden Pl, West Haven, CT 06516, USA",4 Ruden Pl,6828650357,
182,41.2888109,-72.9639436,4,"75 Isadore St, West Haven, CT 06516, USA",75 Isadore St,6828650365,
183,41.2887355,-72.9641044,3,"137 Ruden St, West Haven, CT 06516, USA",137 Ruden St,6828650367,
184,41.2896126,-72.9647994,3,"3 Waban St, West Haven, CT 06516, USA",3 Waban St,6828650368,
185,41.2895748,-72.9648426,3,"3 Waban St, West Haven, CT 06516, USA",3 Waban St,6828650370,
186,41.2886946,-72.9640668,4,"137 Ruden St, West Haven, CT 06516, USA",137 Ruden St,6828650373,
187,41.2895418,-72.9634054,4,"28 Ruden Pl, West Haven, CT 06516, USA",28 Ruden Pl,6828652794,
188,41.2892009,-72.9642246,1,"81 Isadore St, West Haven, CT 06516, USA",81 Isadore St,6828652795,
189,41.2892128,-72.9641964,3,"81 Isadore St, West Haven, CT 06516, USA",81 Isadore St,6828652796,
190,41.2893037,-72.9639815,3,"81 Isadore St, West Haven, CT 06516, USA",81 Isadore St,6828652799,
191,41.2894775,-72.9631584,1,"Dunham Hall, 300 Boston Post Rd, West Haven, CT 06516, USA",Dunham Hall,6828652800,
192,41.2894454,-72.9632221,3,"4 Ruden Pl, West Haven, CT 06516, USA",4 Ruden Pl,6828652801,
193,41.2895536,-72.9633072,4,"28 Ruden Pl, West Haven, CT 06516, USA",28 Ruden Pl,6828652803,
194,41.2895476,-72.9633573,4,"28 Ruden Pl, West Haven, CT 06516, USA",28 Ruden Pl,6828652805,
195,41.2897113,-72.9624369,1,"Joseph ""Chick"" Celentano Hall, 300 Boston Post Rd, West Haven, CT 06516, USA","Joseph ""Chick"" Celentano Hall",6828652808,
196,41.2897446,-72.9626156,4,"19 Ruden Pl, West Haven, CT 06516, USA",19 Ruden Pl,6828652810,
197,41.2895597,-72.9636462,4,"28 Ruden Pl, West Haven, CT 06516, USA",28 Ruden Pl,6828652816,
198,41.2894722,-72.9635769,3,"28 Ruden Pl, West Haven, CT 06516, USA",28 Ruden Pl,6828652817,
199,41.2896965,-72.9638281,1,"300 Boston Post Rd, West Haven, CT 06516, USA",300 Boston Post Rd,6828652818,
200,41.2895836,-72.9636659,4,"28 Ruden Pl, West Haven, CT 06516, USA",28 Ruden Pl,6828652831,
201,41.2901814,-72.9628225,1,"33 Ruden Pl, West Haven, CT 06516, USA",33 Ruden Pl,6833077296,
202,41.2914662,-72.9638485,4,"459 Boston Post Rd, West Haven, CT 06516, USA",459 Boston Post Rd,6833077321,
203,41.290381,-72.9611978,3,"Buckman Hall, 300 Boston Post Rd, West Haven, CT 06516, USA",Buckman Hall,6833077336,
204,41.2899013,-72.9611005,3,"Joseph ""Chick"" Celentano Hall, 300 Boston Post Rd, West Haven, CT 06516, USA","Joseph ""Chick"" Celentano Hall",6833077337,
205,41.2899418,-72.9613555,1,"69 Ruden St, West Haven, CT 06516, USA",69 Ruden St,6833077339,
206,41.290831,-72.9606752,3,"Buckman Hall, 300 Boston Post Rd, West Haven, CT 06516, USA",Buckman Hall,6833077355,
207,41.2917467,-72.9608117,4,"John and Leona Gehring Hall, 300 Boston Post Rd, West Haven, CT 06516, USA",John and Leona Gehring Hall,6833077361,
208,41.2919141,-72.9607781,3,"John and Leona Gehring Hall, 300 Boston Post Rd, West Haven, CT 06516, USA",John and Leona Gehring Hall,6833077362,
209,41.2920845,-72.9611081,3,"Campus Store, 300 Boston Post Rd, West Haven, CT 06516, USA",Campus Store,6833077367,
210,41.290787,-72.961841,3,"Bartels Student Activity Center, 300 Boston Post Rd, West Haven, CT 06516, USA",Bartels Student Activity Center,6833111991,
211,41.2907955,-72.9614415,1,"Buckman Hall, 300 Boston Post Rd, West Haven, CT 06516, USA",Buckman Hall,6833111997,
212,41.2907934,-72.9615399,3,"Buckman Hall, 300 Boston Post Rd, West Haven, CT 06516, USA",Buckman Hall,6833111998,
213,41.2905847,-72.9616671,3,"Bartels Student Activity Center, 300 Boston Post Rd, West Haven, CT 06516, USA",Bartels Student Activity Center,6833111999,
214,41.291987,-72.961114,4,"300 Boston Post Rd, West Haven, CT 06516, USA",300 Boston Post Rd,6833112015,
215,41.2923205,-72.9610534,1,"Campus Store, 300 Boston Post Rd, West Haven, CT 06516, USA",Campus Store,6833112017,
216,41.2914502,-72.9612583,3,"Maxcy Hall, 300 Boston Post Rd, West Haven, CT 06516, USA",Maxcy Hall,6833112041,
217,41.2914486,-72.9613569,1,"Maxcy Hall, 300 Boston Post Rd, West Haven, CT 06516, USA",Maxcy Hall,6833112042,
218,41.2909163,-72.9613453,1,"Maxcy Hall, 300 Boston Post Rd, West Haven, CT 06516, USA",Maxcy Hall,6833112043,
219,41.2918102,-72.9614415,3,"300 Boston Post Rd, West Haven, CT 06516, USA",300 Boston Post Rd,6833112045,
220,41.2919313,-72.9611183,3,"300 Boston Post Rd, West Haven, CT 06516, USA",300 Boston Post Rd,6833112050,
221,41.291588,-72.9607428,3,"Bartels Hall, 300 Boston Post Rd, West Haven, CT 06516, USA",Bartels Hall,6833259076,
222,41.2917534,-72.9607375,1,"John and Leona Gehring Hall, 300 Boston Post Rd, West Haven, CT 06516, USA",John and Leona Gehring Hall,6833259077,
223,41.2917493,-72.9601385,1,"300 Boston Post Rd, West Haven, CT 06516, USA",300 Boston Post Rd,6833259078,
224,41.2932412,-72.9626277,3,"35 Pruden St, West Haven, CT 06516, USA",35 Pruden St,6839106008,
225,41.2931982,-72.9631238,3,"20 Pruden St, West Haven, CT 06516, USA",20 Pruden St,6839106016,
226,41.2931872,-72.9631512,3,"20 Pruden St, West Haven, CT 06516, USA",20 Pruden St,6839106022,
