,osmid,ref,name,highway,oneway,reversed,length,weight,start,end,geometry,service,lanes,maxspeed
584,728857863,,,footway,FALSE,TRUE,3.126,3.125467471,6828652816,6828652831,,,,
585,336658614,,,footway,FALSE,FALSE,16.554,16.17549902,6828652816,6823987625,"LINESTRING (-72.9636462 41.2895597, -72.9635507 41.2896015, -72.9635353 41.2896049, -72.9635206 41.2896076, -72.963502 41.2896095, -72.963487 41.28961, -72.9634644 41.2896088)",,,
586,336658614,,,footway,FALSE,TRUE,43.293,40.45403969,6828652816,3437140574,"LINESTRING (-72.9636462 41.2895597, -72.9637507 41.2895139, -72.9638073 41.2894901, -72.963976 41.2894304, -72.9640021 41.2894242, -72.9640245 41.2894235, -72.9640453 41.2894252, -72.9640651 41.2894296, -72.9640823 41.2894355, -72.964094 41.2894417, -72.9641082 41.2894536)",,,
587,728857855,,,footway,FALSE,TRUE,16.285,16.31339751,6828652817,6828652794,,,,
588,728857861,,,footway,FALSE,TRUE,11.322,11.31952428,6828652817,6828652816,,,,
589,728857855,,,footway,FALSE,FALSE,38.651,38.71496208,6828652817,6828652799,"LINESTRING (-72.9635769 41.2894722, -72.963716 41.2894158, -72.9639815 41.2893037)",,,
590,728857862,,,footway,FALSE,FALSE,6.564,6.246350689,6828652818,3437140583,"LINESTRING (-72.9638281 41.2896965, -72.9638019 41.2896852, -72.963754 41.2896902)",,,
591,728857863,,,footway,FALSE,FALSE,3.126,3.125467471,6828652831,6828652816,,,,
592,259398025,,,service,FALSE,FALSE,16.425,16.45252779,6828652831,6823987639,"LINESTRING (-72.9636659 41.2895836, -72.96364 41.2895946, -72.9634933 41.2896543)",,,
593,"[259398025, 259398020]",,,service,FALSE,TRUE,160.596,68.5461183,6828652831,5787273293,"LINESTRING (-72.9636659 41.2895836, -72.9638044 41.2895249, -72.9639335 41.2894773, -72.9640126 41.2894481, -72.9642741 41.2897517, -72.9641992 41.2897838, -72.9637376 41.2899812, -72.9634995 41.290097, -72.9633775 41.2901612)",,,
594,"[728857862, 728857863]",,,footway,FALSE,TRUE,13.954,13.95068288,6828652831,3437140583,"LINESTRING (-72.9636659 41.2895836, -72.9637231 41.2896536, -72.963754 41.2896902)",,,
595,729371143,,,footway,FALSE,TRUE,12.827,12.68893052,6833077296,3437140604,"LINESTRING (-72.9628225 41.2901814, -72.962884 41.2901232, -72.9629296 41.2901006)",,,
596,103700258,,,service,FALSE,TRUE,10.199,10.189452,6833077321,11254263326,,,,
597,729371146,,,footway,FALSE,FALSE,42.346,42.42441117,6833077321,3437140998,,,,
598,103700258,,,service,FALSE,FALSE,28.829,28.80331632,6833077321,7204268200,"LINESTRING (-72.9638485 41.2914662, -72.9637525 41.2912809, -72.9637198 41.2912257)",,,
599,729371146,,,footway,FALSE,TRUE,163.261,163.456467,6833077321,3437141076,"LINESTRING (-72.9638485 41.2914662, -72.9629538 41.2917947, -72.9628874 41.291822, -72.9628482 41.2918396, -72.9628228 41.2918525, -72.962793 41.291868, -72.9627485 41.2918847, -72.9622879 41.292056, -72.9620979 41.2921165)",,,
600,729392416,,,footway,FALSE,FALSE,24.51,24.55940118,6833077336,3437140611,,,,
601,729371147,,,footway,FALSE,TRUE,42.554,41.46989016,6833077336,6817639022,"LINESTRING (-72.9611978 41.290381, -72.9611004 41.2901662, -72.9610857 41.2901305, -72.9610803 41.2901068, -72.9610797 41.2900786, -72.9610853 41.2900558, -72.961092 41.2900348, -72.9611017 41.2900147)",,,
602,"[729392416, 336658617]",,,footway,FALSE,"[False, True]",71.173,66.43765114,6833077336,6833077355,"LINESTRING (-72.9611978 41.290381, -72.9611297 41.2904022, -72.9611413 41.2904346, -72.9607831 41.2907233, -72.960734 41.2907445, -72.9606742 41.2907677, -72.9606736 41.290787, -72.9606752 41.290831)",,,
603,729371148,,,footway,FALSE,FALSE,16.289,16.31395013,6833077337,2648033598,,,,
604,729371147,,,footway,FALSE,FALSE,12.989,12.59455033,6833077337,6817639022,"LINESTRING (-72.9611005 41.2899013, -72.9611072 41.289914, -72.9611134 41.2899349, -72.9611168 41.2899521, -72.9611168 41.2899693, -72.9611146 41.2899856, -72.9611101 41.2899994, -72.9611017 41.2900147)",,,
605,729371147,,,footway,FALSE,TRUE,14.586,14.53833496,6833077337,6817639030,"LINESTRING (-72.9611005 41.2899013, -72.9610955 41.2898918, -72.9610453 41.2898059, -72.9610369 41.2897795)",,,
606,729371149,,,footway,FALSE,TRUE,6.16,6.15607426,6833077339,2648033604,,,,
607,336658617,,,footway,FALSE,FALSE,11.108,11.0948475,6833077355,3437140665,,,,
608,729371153,,,footway,FALSE,TRUE,12.454,12.44974956,6833077355,3437140666,,,,
609,"[729392416, 336658617]",,,footway,FALSE,"[False, True]",71.173,66.43765114,6833077355,6833077336,"LINESTRING (-72.9606752 41.290831, -72.9606736 41.290787, -72.9606742 41.2907677, -72.960734 41.2907445, -72.9607831 41.2907233, -72.9611413 41.2904346, -72.9611297 41.2904022, -72.9611978 41.290381)",,,
610,336658642,,,footway,FALSE,FALSE,3.166,3.173646148,6833077361,3437141047,,,,
611,336658642,,,footway,FALSE,TRUE,40.845,40.2745609,6833077361,3437141041,"LINESTRING (-72.9608117 41.2917467, -72.9608666 41.2917366, -72.9609565 41.291715, -72.9610091 41.2917043, -72.9610491 41.2916996, -72.9610928 41.2916963, -72.9611413 41.2916947, -72.9611882 41.2916965, -72.9612901 41.2917104)",,,
612,336658647,,,footway,FALSE,FALSE,51.494,51.44414552,6833077361,9411491476,"LINESTRING (-72.9608117 41.2917467, -72.9608964 41.2915207, -72.9609682 41.2913447, -72.9609854 41.2913024)",,,
613,729371169,,,footway,FALSE,TRUE,20.026,18.5459877,6833077361,6833259076,"LINESTRING (-72.9608117 41.2917467, -72.9608149 41.2917209, -72.9608159 41.2917056, -72.9608144 41.2916958, -72.9608111 41.2916837, -72.9608037 41.2916696, -72.9607976 41.291655, -72.9607929 41.2916298, -72.9607862 41.2916112, -72.9607774 41.2916016, -72.9607632 41.291593, -72.9607428 41.291588)",,,
614,729371155,,,footway,FALSE,FALSE,2.414,2.410705503,6833077362,3437141066,,,,
615,336658617,,,footway,FALSE,TRUE,17.861,17.83817816,6833077362,3437141047,"LINESTRING (-72.9607781 41.2919141, -72.9607769 41.2918169, -72.9607749 41.2917535)",,,
616,729371154,,,footway,FALSE,FALSE,52.607,51.5097478,6833077362,1197271718,"LINESTRING (-72.9607781 41.2919141, -72.9606266 41.2920079, -72.9605885 41.2920285, -72.9605597 41.2920434, -72.9605309 41.2920556, -72.9604766 41.2920729, -72.9604205 41.2920863, -72.9603851 41.2920936, -72.9603458 41.2921009, -72.9602239 41.2921151)",,,
617,729371167,,,footway,FALSE,TRUE,10.853,10.8395785,6833077367,6833112015,,,,
618,729371155,,,footway,FALSE,TRUE,43.182,27.39780498,6833077367,3437141069,"LINESTRING (-72.9611081 41.2920845, -72.9610144 41.2921505, -72.9609387 41.2921509, -72.9609208 41.2921545, -72.960805 41.2921571, -72.9608024 41.2920553, -72.9607909 41.2920243)",,,
619,729371167,,,footway,FALSE,FALSE,30.956,26.60751825,6833077367,6833112017,"LINESTRING (-72.9611081 41.2920845, -72.9611135 41.2923176, -72.9610534 41.2923205)",,,
620,729371164,,,footway,FALSE,TRUE,25.167,25.23145204,6833111991,6833111998,,,,
621,729371163,,,service,FALSE,FALSE,46.425,45.68873038,6833111991,1797732309,"LINESTRING (-72.961841 41.290787, -72.9618453 41.2908086, -72.9618474 41.2908382, -72.9618545 41.2911191, -72.9618583 41.2911422, -72.9618685 41.2911634, -72.9618972 41.2911962)",,,
622,729371163,,,service,FALSE,TRUE,27.086,26.77626732,6833111991,6833111999,"LINESTRING (-72.961841 41.290787, -72.9618338 41.2907668, -72.961823 41.2907436, -72.9618061 41.2907216, -72.9617722 41.2906811, -72.961689 41.2906001, -72.9616671 41.2905847)",,,
623,729371164,,,footway,FALSE,FALSE,8.225,8.245708117,6833111997,6833111998,,,,
624,729371164,,,footway,FALSE,FALSE,25.167,25.23145204,6833111998,6833111991,,,,
625,729371164,,,footway,FALSE,TRUE,8.225,8.245708117,6833111998,6833111997,,,,
626,729371165,,,footway,FALSE,FALSE,25.524,25.50982212,6833111998,6833111999,,,,
627,729371165,,,footway,FALSE,TRUE,25.524,25.50982212,6833111999,6833111998,,,,
628,729371163,,,service,FALSE,FALSE,27.086,26.77626732,6833111999,6833111991,"LINESTRING (-72.9616671 41.2905847, -72.961689 41.2906001, -72.9617722 41.2906811, -72.9618061 41.2907216, -72.961823 41.2907436, -72.9618338 41.2907668, -72.961841 41.290787)",,,
629,"[729371162, 729371163]",,,"['footway', 'service']",FALSE,TRUE,34.306,26.32222872,6833111999,3437140613,"LINESTRING (-72.9616671 41.2905847, -72.9616428 41.2905677, -72.961595 41.290541, -72.9615453 41.2905196, -72.9616426 41.2903853, -72.96167 41.2903477)",,,
630,729371167,,,footway,FALSE,FALSE,10.853,10.8395785,6833112015,6833077367,,,,
631,729371167,,,footway,FALSE,TRUE,6.204,6.196494092,6833112015,6833112050,,,,
632,103700257,,,service,FALSE,FALSE,9.209,9.208767878,6833112015,1797731663,"LINESTRING (-72.961114 41.291987, -72.9611677 41.2919836, -72.9612226 41.2919741)",,,
633,103700257,,,service,FALSE,TRUE,27.381,27.37895404,6833112015,3437141069,"LINESTRING (-72.961114 41.291987, -72.9609875 41.291994, -72.9608773 41.2920076, -72.9608278 41.292017, -72.9607909 41.2920243)",,,
634,729371167,,,footway,FALSE,TRUE,30.956,26.60751825,6833112017,6833077367,"LINESTRING (-72.9610534 41.2923205, -72.9611135 41.2923176, -72.9611081 41.2920845)",,,
635,729371170,,,footway,FALSE,FALSE,8.24,8.260990752,6833112041,6833112042,,,,
636,729371171,,,footway,FALSE,FALSE,25.715,25.68393179,6833112041,3437141035,,,,
637,729371171,,,footway,FALSE,TRUE,17.002,16.98183481,6833112041,3437140997,,,,
638,729371170,,,footway,FALSE,TRUE,8.24,8.260990752,6833112042,6833112041,,,,
639,729371172,,,footway,FALSE,FALSE,9.386,9.410491062,6833112043,3437140664,,,,
640,103700257,,,service,FALSE,FALSE,17.682,17.72758641,6833112045,1797731421,,,,
641,168520899,,,service,FALSE,TRUE,44.025,43.97107058,6833112045,1797732242,,,,
642,103700257,,,service,FALSE,TRUE,26.821,25.83669576,6833112045,1797731663,"LINESTRING (-72.9614415 41.2918102, -72.9614095 41.2918195, -72.9613882 41.2918361, -72.9613773 41.2918513, -72.9613626 41.2918792, -72.961339 41.2919108, -72.9613141 41.2919279, -72.9612905 41.2919444, -72.9612704 41.2919555, -72.9612472 41.2919662, -72.9612226 41.2919741)",,,
643,336658618,,,footway,FALSE,FALSE,28.369,28.44188335,6833112050,3437141066,,,,
644,729371167,,,footway,FALSE,FALSE,6.204,6.196494092,6833112050,6833112015,,,,
645,336658618,,,footway,FALSE,TRUE,31.594,25.60978643,6833112050,3437141046,"LINESTRING (-72.9611183 41.2919313, -72.9611864 41.2919304, -72.9612227 41.291924, -72.9612501 41.2919137, -72.961269 41.2919033, -72.9612836 41.2918884, -72.9612948 41.2918723, -72.9613008 41.2918561, -72.9613034 41.2918361, -72.9612992 41.2917454)",,,
646,336658617,,,footway,FALSE,FALSE,18.406,18.38356364,6833259076,3437141036,,,,
647,336658617,,,footway,FALSE,TRUE,8.376,8.373447815,6833259076,3437141022,,,,
648,729371169,,,footway,FALSE,FALSE,20.026,18.5459877,6833259076,6833077361,"LINESTRING (-72.9607428 41.291588, -72.9607632 41.291593, -72.9607774 41.2916016, -72.9607862 41.2916112, -72.9607929 41.2916298, -72.9607976 41.291655, -72.9608037 41.2916696, -72.9608111 41.2916837, -72.9608144 41.2916958, -72.9608159 41.2917056, -72.9608149 41.2917209, -72.9608117 41.2917467)",,,
649,729392413,,,footway,FALSE,TRUE,0.785,0.787451405,6833259077,3437141036,,,,
650,729392414,,,footway,FALSE,TRUE,1.88,1.884669732,6833259078,3437141049,,,,
651,17228636,,Pruden Street,residential,FALSE,TRUE,1.763,1.761581269,6839106008,1797745358,,,,
652,730050755,,,footway,FALSE,FALSE,44.636,41.82745459,6839106008,6839106016,"LINESTRING (-72.9626277 41.2932412, -72.9627755 41.2932025, -72.9628431 41.2931825, -72.9628863 41.293165, -72.9629218 41.2931542, -72.9629495 41.29315, -72.9629838 41.2931484, -72.9630148 41.2931567, -72.9631238 41.2931982)",,,
653,730050755,,,footway,FALSE,TRUE,44.636,41.82745459,6839106016,6839106008,"LINESTRING (-72.9631238 41.2931982, -72.9630148 41.2931567, -72.9629838 41.2931484, -72.9629495 41.29315, -72.9629218 41.2931542, -72.9628863 41.293165, -72.9628431 41.2931825, -72.9627755 41.2932025, -72.9626277 41.2932412)",,,
654,730050757,,,footway,FALSE,FALSE,15.166,2.599948957,6839106016,6839106022,"LINESTRING (-72.9631238 41.2931982, -72.9631191 41.2932054, -72.9631177 41.2932134, -72.9631196 41.2932213, -72.9631246 41.2932284, -72.9631324 41.293234, -72.963142 41.2932374, -72.9631537 41.2932385, -72.9631651 41.2932365, -72.963175 41.2932317, -72.9631821 41.2932247, -72.9631857 41.2932163, -72.9631852 41.2932075, -72.9631809 41.2931993, -72.9631731 41.2931928, -72.9631628 41.2931885, -72.9631512 41.2931872)",,,
655,730050757,,,footway,FALSE,TRUE,2.684,,6839106016,6839106022,"LINESTRING (-72.9631238 41.2931982, -72.9631312 41.2931924, -72.9631406 41.2931886, -72.9631512 41.2931872)",,,
656,730050756,,,footway,FALSE,TRUE,26.032,25.87999898,6839106022,9411480783,"LINESTRING (-72.9631512 41.2931872, -72.9631478 41.293165, -72.9631411 41.2931509, -72.9631234 41.2931292, -72.9631079 41.2930993, -72.9630799 41.2930359, -72.9630501 41.292967)",,,
657,730050757,,,footway,FALSE,FALSE,2.684,2.599948957,6839106022,6839106016,"LINESTRING (-72.9631512 41.2931872, -72.9631406 41.2931886, -72.9631312 41.2931924, -72.9631238 41.2931982)",,,
658,730050757,,,footway,FALSE,TRUE,15.166,,6839106022,6839106016,"LINESTRING (-72.9631512 41.2931872, -72.9631628 41.2931885, -72.9631731 41.2931928, -72.9631809 41.2931993, -72.9631852 41.2932075, -72.9631857 41.2932163, -72.9631821 41.2932247, -72.963175 41.2932317, -72.9631651 41.2932365, -72.9631537 41.2932385, -72.963142 41.2932374, -72.9631324 41.293234, -72.9631246 41.2932284, -72.9631196 41.2932213, -72.9631177 41.2932134, -72.9631191 41.2932054, -72.9631238 41.2931982)",,,
659,730050758,,,footway,FALSE,FALSE,41.012,41.08913997,6839106040,3437141081,,,,
660,730050759,,,footway,FALSE,TRUE,26.981,25.88651869,6839106049,3437141081,"LINESTRING (-72.9620268 41.2925526, -72.9620079 41.292514, -72.9620034 41.2924958, -72.9619996 41.2924762, -72.9620003 41.2924571, -72.9620052 41.2924394, -72.9620121 41.2924219, -72.9620242 41.2923961, -72.9620628 41.2923211)",,,
661,168522344,,,service,FALSE,FALSE,5.467,5.478529374,6839106054,1797745358,,,,
662,"[730050758, 730050760, 730050761, 730050762, 730050763, 730050764]",,,footway,FALSE,TRUE,110.716,110.6277456,6839106054,3437141081,"LINESTRING (-72.9625588 41.2932443, -72.9625338 41.2931897, -72.9625127 41.2931472, -72.962475 41.2930765, -72.9623378 41.2928295, -72.9623047 41.2927669, -72.9620628 41.2923211)",,,
663,336658662,,,footway,FALSE,FALSE,91.136,91.24571172,7029987217,3437140593,"LINESTRING (-72.9598209 41.2898672, -72.9601453 41.2898363, -72.9606439 41.2898198, -72.9609086 41.2898227)",,,
664,336658662,,,footway,FALSE,TRUE,57.47,57.57043923,7029987217,3437140600,"LINESTRING (-72.9598209 41.2898672, -72.9597999 41.2898692, -72.9594132 41.2898929, -72.9593548 41.2898911, -72.9591359 41.2899094)",,,
665,"[336658634, 752045338]",,,footway,FALSE,"[False, True]",107.515,76.05330188,7029987217,3437140610,"LINESTRING (-72.9598209 41.2898672, -72.9598064 41.2899569, -72.9598252 41.2901423, -72.959851 41.290273, -72.9594103 41.2902943, -72.9594103 41.290309, -72.9591282 41.2903099)",,,
666,103700258,,,service,FALSE,FALSE,23.935,23.81454855,7204268200,10839559726,"LINESTRING (-72.9637198 41.2912257, -72.9636732 41.2911455, -72.9636456 41.2911127, -72.9635765 41.2910405)",,,
667,103700258,,,service,FALSE,TRUE,28.829,28.80331632,7204268200,6833077321,"LINESTRING (-72.9637198 41.2912257, -72.9637525 41.2912809, -72.9638485 41.2914662)",,,
668,771717037,,,service,FALSE,FALSE,64.495,49.87295377,7204268200,7204268203,"LINESTRING (-72.9637198 41.2912257, -72.9638329 41.2911698, -72.9639513 41.2911113, -72.9637873 41.2908649, -72.9638697 41.2907911)",,,
669,771717037,,,service,FALSE,FALSE,17.662,17.67769006,7204268203,3437140637,,,,
670,771717037,,,service,FALSE,TRUE,64.495,49.87295377,7204268203,7204268200,"LINESTRING (-72.9638697 41.2907911, -72.9637873 41.2908649, -72.9639513 41.2911113, -72.9638329 41.2911698, -72.9637198 41.2912257)",,,
671,"[771717046, 1165375854]",,,footway,FALSE,FALSE,5.429,5.431507721,7204268203,3437140641,"LINESTRING (-72.9638697 41.2907911, -72.9638391 41.2907657, -72.9638261 41.2907549)",,,
672,"[336658659, 336658629, 1165375854]",,,footway,FALSE,TRUE,28.633,26.05509523,7204268203,3437140673,"LINESTRING (-72.9638697 41.2907911, -72.963902 41.2908178, -72.9640275 41.2909865, -72.964062 41.2909755)",,,
673,729392415,,,footway,FALSE,FALSE,4.477,4.47282944,7204268268,7204268281,,,,
674,729392415,,,footway,FALSE,TRUE,35.473,35.4172903,7204268268,3437141075,"LINESTRING (-72.9597853 41.2924209, -72.9597899 41.2923116, -72.9597833 41.292102)",,,
675,771717043,,,footway,FALSE,TRUE,37.263,35.10926398,7204268268,7204268282,"LINESTRING (-72.9597853 41.2924209, -72.9598605 41.2923658, -72.959899 41.2923302, -72.9599182 41.2922956, -72.959931 41.2922388, -72.9599278 41.2921236)",,,
676,729392415,,,footway,FALSE,FALSE,61.65,55.48506432,7204268270,3437141089,"LINESTRING (-72.9597506 41.2927784, -72.9597454 41.2928221, -72.9596267 41.2929216, -72.9594547 41.2929332, -72.9592359 41.2929411, -72.9591261 41.292945)",,,
677,729392415,,,footway,FALSE,TRUE,35.658,35.47333747,7204268270,7204268281,"LINESTRING (-72.9597506 41.2927784, -72.9597502 41.292749, -72.9597519 41.292607, -72.9597559 41.2924909, -72.9597692 41.2924593)",,,
678,771717041,,,footway,FALSE,FALSE,55.174,41.88229363,7204268270,7204268280,"LINESTRING (-72.9597506 41.2927784, -72.9598064 41.2928109, -72.9598588 41.2928075, -72.9598957 41.2927959, -72.9599373 41.2927762, -72.959965 41.2927542, -72.9599897 41.2927287, -72.9600066 41.2926987, -72.9600159 41.2926651, -72.9600159 41.2926095, -72.9600126 41.2924572)",,,
679,771717041,,,footway,FALSE,FALSE,35.954,35.91020771,7204268280,3437141077,,,,
680,771717041,,,footway,FALSE,TRUE,55.174,41.88229363,7204268280,7204268270,"LINESTRING (-72.9600126 41.2924572, -72.9600159 41.2926095, -72.9600159 41.2926651, -72.9600066 41.2926987, -72.9599897 41.2927287, -72.959965 41.2927542, -72.9599373 41.2927762, -72.9598957 41.2927959, -72.9598588 41.2928075, -72.9598064 41.2928109, -72.9597506 41.2927784)",,,
681,771717042,,,footway,FALSE,FALSE,20.337,20.38905157,7204268280,7204268281,"LINESTRING (-72.9600126 41.2924572, -72.959792 41.2924591, -72.9597692 41.2924593)",,,
682,771717042,,,footway,FALSE,TRUE,20.239,20.2909274,7204268280,1870493045,"LINESTRING (-72.9600126 41.2924572, -72.9602253 41.2924541, -72.9602548 41.2924537)",,,
683,729392415,,,footway,FALSE,TRUE,4.477,4.47282944,7204268281,7204268268,,,,
684,729392415,,,footway,FALSE,FALSE,35.658,35.47333747,7204268281,7204268270,"LINESTRING (-72.9597692 41.2924593, -72.9597559 41.2924909, -72.9597519 41.292607, -72.9597502 41.292749, -72.9597506 41.2927784)",,,
685,771717042,,,footway,FALSE,TRUE,20.337,20.38905157,7204268281,7204268280,"LINESTRING (-72.9597692 41.2924593, -72.959792 41.2924591, -72.9600126 41.2924572)",,,
686,729371154,,,footway,FALSE,FALSE,12.309,12.33913391,7204268282,3437141075,,,,
687,729371154,,,footway,FALSE,TRUE,3.127,3.134186913,7204268282,3437141078,,,,
688,771717043,,,footway,FALSE,FALSE,37.263,35.10926398,7204268282,7204268268,"LINESTRING (-72.9599278 41.2921236, -72.959931 41.2922388, -72.9599182 41.2922956, -72.959899 41.2923302, -72.9598605 41.2923658, -72.9597853 41.2924209)",,,
689,336658612,,,footway,FALSE,FALSE,14.069,14.10424142,7204273388,3437140637,,,,
690,336658612,,,footway,FALSE,TRUE,12.947,12.97939546,7204273388,3437140638,,,,
691,771717045,,,footway,FALSE,TRUE,35.753,35.81687011,7204273388,3437140632,,,,
692,259398011,,Hoffman Street,residential,FALSE,TRUE,5.968,5.962718721,7376637805,7376637810,"LINESTRING (-72.9656539 41.2918778, -72.9656396 41.291842, -72.9656329 41.2918265)",,,
693,789008920,,,service,FALSE,FALSE,18.757,18.42104511,7376637805,7376637807,"LINESTRING (-72.9656539 41.2918778, -72.965813 41.2918365, -72.9658524 41.2918064)",,,
694,789008922,,,service,FALSE,FALSE,17.171,17.21333541,7376637807,7376637811,,parking_aisle,,
695,789008920,,,service,FALSE,TRUE,18.757,18.42104511,7376637807,7376637805,"LINESTRING (-72.9658524 41.2918064, -72.965813 41.2918365, -72.9656539 41.2918778)",,,
696,789008921,,,service,FALSE,FALSE,19.03,18.52100059,7376637807,7376637810,"LINESTRING (-72.9658524 41.2918064, -72.9657994 41.2917937, -72.965749 41.2918044, -72.9656329 41.2918265)",,,
697,789008922,,,service,FALSE,TRUE,82.056,70.23895057,7376637807,7376637819,"LINESTRING (-72.9658524 41.2918064, -72.9656163 41.2912669, -72.9658066 41.2911749)",parking_aisle,,
698,259398011,,Hoffman Street,residential,FALSE,TRUE,73.294,73.23220173,7376637810,581431959,,,,
699,259398011,,Hoffman Street,residential,FALSE,FALSE,5.968,5.962718721,7376637810,7376637805,"LINESTRING (-72.9656329 41.2918265, -72.9656396 41.291842, -72.9656539 41.2918778)",,,
700,789008921,,,service,FALSE,TRUE,19.03,18.52100059,7376637810,7376637807,"LINESTRING (-72.9656329 41.2918265, -72.965749 41.2918044, -72.9657994 41.2917937, -72.9658524 41.2918064)",,,
701,789008922,,,service,FALSE,FALSE,18.914,18.96289489,7376637811,7376637817,,parking_aisle,,
702,789008922,,,service,FALSE,TRUE,17.171,17.21333541,7376637811,7376637807,,parking_aisle,,
703,789008924,,,service,FALSE,TRUE,70.51,70.44745471,7376637811,7376637819,,parking_aisle,,
704,789008922,,,service,FALSE,TRUE,18.914,18.96289489,7376637817,7376637811,,parking_aisle,,
705,789008923,,,service,FALSE,FALSE,82.01,81.93633535,7376637817,7376637818,,parking_aisle,,
706,789008922,,,service,FALSE,FALSE,114.656,,7376637817,7376637818,"LINESTRING (-72.9662812 41.2917895, -72.9663929 41.2917928, -72.9664014 41.2915151, -72.9661996 41.2910657, -72.9661348 41.2910162, -72.9659942 41.2910842)",parking_aisle,,
707,789008922,,,service,FALSE,FALSE,18.638,18.66548899,7376637818,7376637819,,parking_aisle,,
708,789008923,,,service,FALSE,TRUE,82.01,81.93633535,7376637818,7376637817,,parking_aisle,,
709,789008922,,,service,FALSE,TRUE,114.656,,7376637818,7376637817,"LINESTRING (-72.9659942 41.2910842, -72.9661348 41.2910162, -72.9661996 41.2910657, -72.9664014 41.2915151, -72.9663929 41.2917928, -72.9662812 41.2917895)",parking_aisle,,
710,789008922,,,service,FALSE,TRUE,18.638,18.66548899,7376637819,7376637818,,parking_aisle,,
711,789008924,,,service,FALSE,FALSE,70.51,70.44745471,7376637819,7376637811,,parking_aisle,,
712,789008922,,,service,FALSE,FALSE,82.056,70.23895057,7376637819,7376637807,"LINESTRING (-72.9658066 41.2911749, -72.9656163 41.2912669, -72.9658524 41.2918064)",parking_aisle,,
713,336658630,,,footway,FALSE,FALSE,32.536,32.49617764,8324891715,3437141064,,,,
714,895597085,,,footway,FALSE,FALSE,5.038,5.051133713,8324891716,8324913417,,,,
715,895597085,,,footway,FALSE,TRUE,19.358,19.40807975,8324891716,3437141064,,,,
716,103700257,,,service,FALSE,FALSE,49.666,49.32413077,8324891716,3437141059,"LINESTRING (-72.9597769 41.2914451, -72.9597843 41.291721, -72.9597886 41.291777, -72.9597989 41.2918203, -72.9598141 41.2918607, -72.9598272 41.2918876)",,,
717,103700257,,,service,FALSE,TRUE,59.32,59.24685465,8324891716,8324913448,"LINESTRING (-72.9597769 41.2914451, -72.9597656 41.2909306, -72.9597655 41.2909117)",,,
718,729392415,,,footway,FALSE,FALSE,61.569,61.49408919,8324913417,3437141067,,,,
719,729392415,,,footway,FALSE,TRUE,59.515,59.44288219,8324913417,3437140667,,,,
720,895597085,,,footway,FALSE,TRUE,5.038,5.051133713,8324913417,8324891716,,,,
721,895597085,,,footway,FALSE,FALSE,16.901,16.05600412,8324913417,3425967815,"LINESTRING (-72.9597166 41.2914447, -72.9596951 41.2914081, -72.9595591 41.2913623)",,,
722,895597086,,,footway,FALSE,FALSE,21.135,18.52907303,8324913417,3425967818,"LINESTRING (-72.9597166 41.2914447, -72.9596675 41.2914568, -72.9596135 41.2914577, -72.9595174 41.2914117, -72.9595088 41.2913875)",,,
723,895597087,,,footway,FALSE,TRUE,24.603,17.16226974,8324913427,3437140667,"LINESTRING (-72.9594971 41.2909269, -72.9594941 41.2908692, -72.9595623 41.2908698, -72.9595903 41.2908724, -72.9596159 41.2908816, -72.9596383 41.2908913, -72.9597007 41.2909096)",,,
724,895597088,,,footway,FALSE,TRUE,5.419,5.432926598,8324913448,3437140667,,,,
725,103700257,,,service,FALSE,FALSE,59.32,59.24685465,8324913448,8324891716,"LINESTRING (-72.9597655 41.2909117, -72.9597656 41.2909306, -72.9597769 41.2914451)",,,
726,"[103700257, 179855798]",,,service,FALSE,TRUE,109.012,99.42172073,8324913448,1902860938,"LINESTRING (-72.9597655 41.2909117, -72.959765 41.2908492, -72.9597668 41.2907993, -72.9597707 41.2907564, -72.9597794 41.2907135, -72.9597919 41.2906753, -72.9598069 41.2906435, -72.959831 41.2906007, -72.959869 41.2905486, -72.9599046 41.290509, -72.9599484 41.290464, -72.959992 41.2904261, -72.9600404 41.2903935, -72.9601041 41.2903588, -72.9601722 41.2903316, -72.9603039 41.2902908, -72.960518 41.2902194)",,,
727,895597088,,,footway,FALSE,FALSE,19.995,19.58315695,8324913448,8324913453,"LINESTRING (-72.9597655 41.2909117, -72.9598078 41.2909133, -72.9598346 41.2909188, -72.9598804 41.2909362, -72.9599189 41.2909553, -72.9599769 41.290987)",,,
728,895597088,,,footway,FALSE,TRUE,19.995,19.58315695,8324913453,8324913448,"LINESTRING (-72.9599769 41.290987, -72.9599189 41.2909553, -72.9598804 41.2909362, -72.9598346 41.2909188, -72.9598078 41.2909133, -72.9597655 41.2909117)",,,
729,974898386,CT 122,Campbell Avenue,secondary,FALSE,FALSE,23.196,23.16762483,8488049323,178592923,,,,
730,974898386,CT 122,Campbell Avenue,secondary,FALSE,TRUE,122.408,122.259553,8488049323,1798792618,,,,
731,974898386,CT 122,Campbell Avenue,secondary,FALSE,FALSE,21.804,21.77796718,8488049337,1798792618,,,,
732,974898386,CT 122,Campbell Avenue,secondary,FALSE,TRUE,38.82,38.77286378,8488049337,8488049356,,,,
